m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
152,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Chile,2022,1108.559,1000 ha,E,false
156,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,China,2018,74023,1000 ha,I,false
156,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,China,2019,74855,1000 ha,I,false
156,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,China,2020,75687,1000 ha,A,false
156,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,China,2021,75687,1000 ha,I,false
156,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,China,2022,75687,1000 ha,I,false
170,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Colombia,2018,484.083,1000 ha,I,false
170,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Colombia,2019,397.952,1000 ha,I,false
170,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Colombia,2020,311.821,1000 ha,E,false
170,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Colombia,2021,311.821,1000 ha,I,false
170,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Colombia,2022,311.821,1000 ha,I,false
174,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Comoros,2018,0.13,1000 ha,I,false
174,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Comoros,2019,0.13,1000 ha,I,false
174,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Comoros,2020,0.13,1000 ha,I,false
174,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Comoros,2021,0.13,1000 ha,I,false
174,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Comoros,2022,0.13,1000 ha,I,false
178,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Congo,2018,2,1000 ha,I,false
178,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Congo,2019,2,1000 ha,I,false
178,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Congo,2020,2,1000 ha,I,false
178,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Congo,2021,2,1000 ha,I,false
178,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Congo,2022,2,1000 ha,I,false
188,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Costa Rica,2018,159.59,1000 ha,I,false
188,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Costa Rica,2019,159.59,1000 ha,I,false
188,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Costa Rica,2020,159.59,1000 ha,I,false
188,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Costa Rica,2021,159.59,1000 ha,I,false
188,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Costa Rica,2022,159.59,1000 ha,I,false
191,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Croatia,2018,41.226666667,1000 ha,I,false
191,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Croatia,2019,47,1000 ha,A,false
191,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Croatia,2020,47.277,1000 ha,A,false
191,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Croatia,2021,47,1000 ha,A,false
191,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Croatia,2022,26,1000 ha,A,false
192,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cuba,2018,639.09,1000 ha,E,false
192,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cuba,2019,639.09,1000 ha,E,false
192,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cuba,2020,639.09,1000 ha,E,false
192,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cuba,2021,639.09,1000 ha,E,false
192,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cuba,2022,639.09,1000 ha,E,false
196,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cyprus,2018,38.5255,1000 ha,E,false
196,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cyprus,2019,38.52175,1000 ha,E,false
196,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cyprus,2020,38.125,1000 ha,A,false
196,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cyprus,2021,38.518,1000 ha,E,false
196,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Cyprus,2022,38.518,1000 ha,E,false
203,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Czechia,2018,41.13,1000 ha,E,false
203,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Czechia,2019,38.765,1000 ha,E,false
203,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Czechia,2020,36.4,1000 ha,A,false
203,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Czechia,2021,36.4,1000 ha,I,false
203,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Czechia,2022,36.4,1000 ha,I,false
384,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Côte d'Ivoire,2018,72.75,1000 ha,I,false
384,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Côte d'Ivoire,2019,72.75,1000 ha,I,false
384,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Côte d'Ivoire,2020,72.75,1000 ha,I,false
384,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Côte d'Ivoire,2021,72.75,1000 ha,I,false
384,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Côte d'Ivoire,2022,72.75,1000 ha,I,false
408,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic People's Republic of Korea,2018,1460,1000 ha,I,false
408,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic People's Republic of Korea,2019,1460,1000 ha,I,false
408,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic People's Republic of Korea,2020,1460,1000 ha,I,false
408,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic People's Republic of Korea,2021,1460,1000 ha,I,false
408,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic People's Republic of Korea,2022,1460,1000 ha,I,false
180,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic Republic of the Congo,2018,10.5,1000 ha,I,false
180,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic Republic of the Congo,2019,10.5,1000 ha,I,false
180,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic Republic of the Congo,2020,10.5,1000 ha,I,false
180,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Democratic Republic of the Congo,2021,10.5,1000 ha,I,false
